rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,delay,delay_range
539334,404906,mobile,ended,-55.0,,,On time,On time
566627,415250,mobile,ended,-55.0,,,On time,On time
537328,352005,mobile,ended,-55.0,,,On time,On time
545089,216148,connect,ended,-55.0,,,On time,On time
565108,354331,mobile,ended,-55.0,,,On time,On time
541931,337131,connect,ended,-55.0,,,On time,On time
548551,187611,mobile,ended,-55.0,,,On time,On time
546745,342645,connect,ended,-55.0,,,On time,On time
529272,284329,mobile,ended,-55.0,,,On time,On time
541816,347464,connect,ended,-55.0,509094.0,720.0,On time,On time
547224,397027,mobile,ended,-55.0,,,On time,On time
556676,371968,mobile,ended,-55.0,,,On time,On time
538025,340754,connect,ended,-55.0,,,On time,On time
562698,371162,connect,ended,-55.0,,,On time,On time
559174,270842,mobile,ended,-55.0,,,On time,On time
537821,400293,mobile,ended,-55.0,,,On time,On time
560180,376684,mobile,ended,-55.0,,,On time,On time
549985,332998,mobile,ended,-55.0,,,On time,On time
545322,356106,connect,ended,-55.0,,,On time,On time
565134,348178,mobile,ended,-55.0,,,On time,On time
545085,399692,mobile,ended,-55.0,,,On time,On time
573800,399806,connect,ended,-54.0,,,On time,On time
539371,385625,connect,ended,-54.0,,,On time,On time
546114,281702,mobile,ended,-54.0,,,On time,On time
560828,386583,mobile,ended,-54.0,,,On time,On time
547847,187788,mobile,ended,-54.0,,,On time,On time
574571,341861,connect,ended,-54.0,,,On time,On time
565785,389307,mobile,ended,-54.0,,,On time,On time
548181,223592,mobile,ended,-54.0,,,On time,On time
565165,346952,mobile,ended,-54.0,,,On time,On time
505617,375834,mobile,ended,-54.0,,,On time,On time
560610,300505,connect,ended,-54.0,,,On time,On time
545608,407419,connect,ended,-54.0,,,On time,On time
546278,388438,mobile,ended,-54.0,,,On time,On time
557889,392718,mobile,ended,-54.0,,,On time,On time
565345,415629,mobile,ended,-54.0,,,On time,On time
554791,382734,mobile,ended,-54.0,554944.0,720.0,On time,On time
572813,358103,mobile,ended,-54.0,,,On time,On time
554158,405122,mobile,ended,-54.0,,,On time,On time
530836,300580,mobile,ended,-54.0,,,On time,On time
562903,354323,mobile,ended,-54.0,,,On time,On time
528480,333407,mobile,ended,-54.0,,,On time,On time
557703,413558,mobile,ended,-54.0,,,On time,On time
539781,365266,connect,ended,-54.0,,,On time,On time
542376,364520,mobile,ended,-54.0,,,On time,On time
561408,310444,connect,ended,-54.0,545475.0,360.0,On time,On time
537136,396352,mobile,ended,-54.0,,,On time,On time
571851,410281,mobile,ended,-54.0,,,On time,On time
532393,406388,mobile,ended,-54.0,,,On time,On time
542391,325291,mobile,ended,-54.0,,,On time,On time
538064,403430,mobile,ended,-54.0,,,On time,On time
520491,382901,mobile,ended,-54.0,,,On time,On time
558859,394002,mobile,ended,-54.0,,,On time,On time
536252,389070,mobile,ended,-54.0,,,On time,On time
554198,313386,connect,ended,-54.0,,,On time,On time
567771,414132,mobile,ended,-54.0,,,On time,On time
521969,354493,mobile,ended,-54.0,518353.0,210.0,On time,On time
557671,414201,mobile,ended,-54.0,,,On time,On time
543676,390481,mobile,ended,-53.0,,,On time,On time
531448,407897,mobile,ended,-53.0,,,On time,On time
563175,377732,mobile,ended,-53.0,,,On time,On time
546709,369382,mobile,ended,-53.0,,,On time,On time
521526,282208,mobile,ended,-53.0,,,On time,On time
552558,390976,connect,ended,-53.0,,,On time,On time
553494,408895,mobile,ended,-53.0,,,On time,On time
558146,392953,mobile,ended,-53.0,,,On time,On time
548954,348999,connect,ended,-53.0,,,On time,On time
565196,355342,mobile,ended,-53.0,,,On time,On time
560988,382821,connect,ended,-53.0,,,On time,On time
547776,398855,mobile,ended,-53.0,,,On time,On time
573986,365796,mobile,ended,-53.0,,,On time,On time
543600,374349,mobile,ended,-53.0,,,On time,On time
561586,376642,mobile,ended,-53.0,557899.0,630.0,On time,On time
561634,381848,mobile,ended,-53.0,,,On time,On time
568758,415034,mobile,ended,-53.0,569808.0,510.0,On time,On time
535886,337414,connect,ended,-53.0,,,On time,On time
548314,365502,mobile,ended,-53.0,,,On time,On time
529966,356317,mobile,ended,-53.0,,,On time,On time
572264,408188,mobile,ended,-53.0,,,On time,On time
564381,338969,connect,ended,-53.0,,,On time,On time
529233,399528,connect,ended,-53.0,529252.0,480.0,On time,On time
572455,365148,mobile,ended,-53.0,,,On time,On time
539268,399199,mobile,ended,-53.0,,,On time,On time
560027,248014,mobile,ended,-53.0,,,On time,On time
556171,380262,mobile,ended,-53.0,,,On time,On time
545535,402674,mobile,ended,-53.0,,,On time,On time
545999,387810,connect,ended,-53.0,,,On time,On time
540954,282893,mobile,ended,-53.0,,,On time,On time
569319,415157,mobile,ended,-53.0,563557.0,30.0,On time,On time
552167,341716,mobile,ended,-53.0,,,On time,On time
569090,391576,mobile,ended,-53.0,,,On time,On time
521297,340699,mobile,ended,-53.0,,,On time,On time
547047,337047,mobile,ended,-53.0,544443.0,30.0,On time,On time
554998,400945,mobile,ended,-53.0,,,On time,On time
569409,392564,mobile,ended,-53.0,,,On time,On time
551837,394400,connect,ended,-53.0,,,On time,On time
539730,179573,mobile,ended,-53.0,,,On time,On time
538304,398045,mobile,ended,-53.0,,,On time,On time
550192,394328,mobile,ended,-53.0,,,On time,On time
567156,174623,mobile,ended,-53.0,,,On time,On time
553074,371408,mobile,ended,-53.0,,,On time,On time
574558,400088,mobile,ended,-53.0,,,On time,On time
546693,402462,mobile,ended,-53.0,,,On time,On time
532939,405122,mobile,ended,-53.0,,,On time,On time
534227,407397,mobile,ended,-52.0,,,On time,On time
544773,400506,mobile,ended,-52.0,,,On time,On time
543372,371387,mobile,ended,-52.0,,,On time,On time
547969,334190,connect,ended,-52.0,,,On time,On time
567923,398843,mobile,ended,-52.0,,,On time,On time
542725,390509,connect,ended,-52.0,,,On time,On time
554718,374881,mobile,ended,-52.0,,,On time,On time
553932,365560,mobile,ended,-52.0,,,On time,On time
509921,284250,mobile,ended,-52.0,,,On time,On time
542897,369447,connect,ended,-52.0,,,On time,On time
541032,374337,mobile,ended,-52.0,,,On time,On time
560337,375126,connect,ended,-52.0,,,On time,On time
547549,315752,mobile,ended,-52.0,,,On time,On time
556425,257019,mobile,ended,-52.0,,,On time,On time
560485,216576,connect,ended,-52.0,567020.0,0.0,On time,On time
532791,381352,mobile,ended,-52.0,,,On time,On time
559471,408506,mobile,ended,-52.0,,,On time,On time
546252,408509,mobile,ended,-52.0,,,On time,On time
559433,374877,mobile,ended,-52.0,,,On time,On time
534654,303652,mobile,ended,-52.0,,,On time,On time
535024,321752,connect,ended,-52.0,,,On time,On time
546153,405086,mobile,ended,-52.0,,,On time,On time
551388,341861,connect,ended,-52.0,,,On time,On time
514673,402194,mobile,ended,-52.0,,,On time,On time
545000,402566,mobile,ended,-52.0,,,On time,On time
537139,385523,connect,ended,-52.0,,,On time,On time
505785,381384,mobile,ended,-52.0,,,On time,On time
560951,316042,connect,ended,-52.0,,,On time,On time
543446,336935,connect,ended,-52.0,,,On time,On time
551160,383949,mobile,ended,-52.0,545467.0,90.0,On time,On time
530921,361502,mobile,ended,-52.0,,,On time,On time
555119,408776,mobile,ended,-52.0,,,On time,On time
549928,301799,connect,ended,-52.0,551138.0,540.0,On time,On time
548410,343695,mobile,ended,-52.0,,,On time,On time
544910,266834,mobile,ended,-52.0,,,On time,On time
537161,376760,connect,ended,-52.0,539557.0,90.0,On time,On time
574719,413908,mobile,ended,-52.0,,,On time,On time
570466,306935,mobile,ended,-52.0,,,On time,On time
537937,333407,mobile,ended,-52.0,,,On time,On time
564306,404524,mobile,ended,-52.0,,,On time,On time
559180,336873,mobile,ended,-52.0,,,On time,On time
544864,357860,connect,ended,-52.0,540016.0,450.0,On time,On time
568261,314408,mobile,ended,-52.0,,,On time,On time
548110,379908,mobile,ended,-52.0,542260.0,720.0,On time,On time
539923,247971,mobile,ended,-51.0,,,On time,On time
555956,305155,connect,ended,-51.0,,,On time,On time
545465,310518,mobile,ended,-51.0,,,On time,On time
539431,407794,mobile,ended,-51.0,,,On time,On time
561700,364411,mobile,ended,-51.0,,,On time,On time
543748,245379,mobile,ended,-51.0,,,On time,On time
536139,386413,connect,ended,-51.0,,,On time,On time
559266,341237,mobile,ended,-51.0,,,On time,On time
556508,412539,mobile,ended,-51.0,,,On time,On time
555596,346952,mobile,ended,-51.0,,,On time,On time
537189,380645,mobile,ended,-51.0,,,On time,On time
559454,370416,connect,ended,-51.0,,,On time,On time
540554,334784,mobile,ended,-51.0,,,On time,On time
535051,406104,mobile,ended,-51.0,,,On time,On time
554535,203963,connect,ended,-51.0,,,On time,On time
538246,403552,mobile,ended,-51.0,,,On time,On time
535665,400945,mobile,ended,-51.0,,,On time,On time
540335,301272,mobile,ended,-51.0,,,On time,On time
541682,394018,mobile,ended,-51.0,,,On time,On time
545988,397470,mobile,ended,-51.0,,,On time,On time
559701,401475,connect,ended,-51.0,552371.0,600.0,On time,On time
561198,381012,mobile,ended,-51.0,,,On time,On time
546981,388438,mobile,ended,-51.0,,,On time,On time
509168,299180,mobile,ended,-51.0,,,On time,On time
558059,378355,mobile,ended,-51.0,,,On time,On time
562135,243208,connect,ended,-51.0,,,On time,On time
560395,316817,mobile,ended,-51.0,,,On time,On time
549703,408267,mobile,ended,-51.0,,,On time,On time
547686,362816,mobile,ended,-51.0,,,On time,On time
544836,374007,mobile,ended,-51.0,,,On time,On time
542912,381632,mobile,ended,-51.0,,,On time,On time
538798,391883,connect,ended,-51.0,,,On time,On time
549848,352346,mobile,ended,-51.0,,,On time,On time
546999,340014,connect,ended,-51.0,,,On time,On time
558058,402505,mobile,ended,-51.0,,,On time,On time
556569,390039,mobile,ended,-51.0,,,On time,On time
507391,391620,mobile,ended,-50.0,,,On time,On time
544750,377781,mobile,ended,-50.0,,,On time,On time
572587,356326,mobile,ended,-50.0,,,On time,On time
565231,413383,mobile,ended,-50.0,,,On time,On time
559952,251815,connect,ended,-50.0,,,On time,On time
536631,374337,mobile,ended,-50.0,,,On time,On time
545204,409750,mobile,ended,-50.0,544363.0,660.0,On time,On time
566803,367495,mobile,ended,-50.0,,,On time,On time
544459,272475,mobile,ended,-50.0,,,On time,On time
530711,289798,mobile,ended,-50.0,,,On time,On time
560938,407636,connect,ended,-50.0,555004.0,660.0,On time,On time
565317,385628,connect,ended,-50.0,,,On time,On time
560465,338243,connect,ended,-50.0,,,On time,On time
564760,354138,mobile,ended,-50.0,,,On time,On time
564220,409908,mobile,ended,-50.0,,,On time,On time
565241,408620,connect,ended,-50.0,,,On time,On time
510220,298323,mobile,ended,-50.0,,,On time,On time
566983,339591,mobile,ended,-50.0,,,On time,On time
555728,166965,mobile,ended,-50.0,,,On time,On time
537384,383804,connect,ended,-50.0,,,On time,On time
549668,353274,mobile,ended,-50.0,,,On time,On time
558295,241032,mobile,ended,-50.0,,,On time,On time
539193,386986,mobile,ended,-50.0,,,On time,On time
548508,179947,mobile,ended,-50.0,,,On time,On time
523001,346305,mobile,ended,-50.0,,,On time,On time
537176,343808,connect,ended,-50.0,,,On time,On time
553237,383225,mobile,ended,-50.0,,,On time,On time
551076,306742,mobile,ended,-50.0,,,On time,On time
535091,369339,mobile,ended,-50.0,,,On time,On time
521013,190171,mobile,ended,-50.0,,,On time,On time
539934,372115,mobile,ended,-50.0,536095.0,720.0,On time,On time
574442,375621,connect,ended,-50.0,,,On time,On time
559060,248889,connect,ended,-50.0,,,On time,On time
539889,358772,connect,ended,-50.0,,,On time,On time
557320,399666,mobile,ended,-50.0,,,On time,On time
556325,396009,connect,ended,-50.0,,,On time,On time
555310,337217,mobile,ended,-49.0,,,On time,On time
550284,402911,mobile,ended,-49.0,,,On time,On time
516152,295358,mobile,ended,-49.0,,,On time,On time
568165,221014,mobile,ended,-49.0,,,On time,On time
542746,334118,mobile,ended,-49.0,,,On time,On time
555867,413242,mobile,ended,-49.0,,,On time,On time
538048,353760,mobile,ended,-49.0,,,On time,On time
532220,381029,mobile,ended,-49.0,,,On time,On time
517818,377172,mobile,ended,-49.0,551053.0,30.0,On time,On time
557924,410460,mobile,ended,-49.0,,,On time,On time
516456,393549,mobile,ended,-49.0,,,On time,On time
553547,323762,mobile,ended,-49.0,,,On time,On time
568351,393471,mobile,ended,-49.0,,,On time,On time
554208,342595,mobile,ended,-49.0,,,On time,On time
554142,173061,connect,ended,-49.0,,,On time,On time
512729,224111,mobile,ended,-49.0,,,On time,On time
534556,273591,mobile,ended,-49.0,,,On time,On time
522486,402513,mobile,ended,-49.0,,,On time,On time
562687,411892,mobile,ended,-49.0,,,On time,On time
536057,373685,connect,ended,-49.0,,,On time,On time
567333,403695,mobile,ended,-49.0,,,On time,On time
553269,223143,mobile,ended,-49.0,,,On time,On time
546233,275932,mobile,ended,-49.0,,,On time,On time
546684,344815,connect,ended,-49.0,,,On time,On time
562247,381994,mobile,ended,-49.0,,,On time,On time
539931,306040,mobile,ended,-49.0,,,On time,On time
555893,312157,mobile,ended,-49.0,,,On time,On time
540250,394801,mobile,ended,-49.0,,,On time,On time
557449,375908,mobile,ended,-49.0,,,On time,On time
550308,361580,mobile,ended,-49.0,,,On time,On time
549882,405798,mobile,ended,-49.0,,,On time,On time
544833,195986,mobile,ended,-49.0,,,On time,On time
549290,364907,connect,ended,-49.0,,,On time,On time
543493,347959,mobile,ended,-49.0,,,On time,On time
561246,188274,mobile,ended,-49.0,,,On time,On time
556016,338584,connect,ended,-49.0,,,On time,On time
550208,264277,mobile,ended,-49.0,,,On time,On time
553277,376086,mobile,ended,-49.0,,,On time,On time
542986,379894,mobile,ended,-49.0,,,On time,On time
558696,294230,mobile,ended,-49.0,,,On time,On time
548769,269549,mobile,ended,-49.0,,,On time,On time
542075,370726,mobile,ended,-49.0,,,On time,On time
545637,245884,mobile,ended,-49.0,,,On time,On time
566177,374741,connect,ended,-49.0,564143.0,690.0,On time,On time
550992,278935,connect,ended,-49.0,,,On time,On time
557097,357530,connect,ended,-49.0,,,On time,On time
559569,408271,mobile,ended,-49.0,,,On time,On time
538182,351030,mobile,ended,-48.0,,,On time,On time
554141,378018,mobile,ended,-48.0,,,On time,On time
554422,374684,mobile,ended,-48.0,,,On time,On time
540036,341105,mobile,ended,-48.0,,,On time,On time
566918,362394,mobile,ended,-48.0,,,On time,On time
559039,281730,mobile,ended,-48.0,,,On time,On time
549858,329202,mobile,ended,-48.0,,,On time,On time
559313,265239,connect,ended,-48.0,,,On time,On time
536428,289199,connect,ended,-48.0,,,On time,On time
554836,317298,connect,ended,-48.0,,,On time,On time
561480,364652,connect,ended,-48.0,564545.0,60.0,On time,On time
552812,289383,mobile,ended,-48.0,,,On time,On time
550869,402500,mobile,ended,-48.0,,,On time,On time
552892,382821,connect,ended,-48.0,,,On time,On time
532006,293327,mobile,ended,-48.0,,,On time,On time
551849,326263,mobile,ended,-48.0,,,On time,On time
548368,402566,mobile,ended,-48.0,,,On time,On time
549090,392718,mobile,ended,-48.0,,,On time,On time
538214,408883,mobile,ended,-48.0,,,On time,On time
534995,381094,mobile,ended,-48.0,,,On time,On time
559798,376840,connect,ended,-48.0,558702.0,60.0,On time,On time
530323,396821,mobile,ended,-48.0,,,On time,On time
564855,381470,mobile,ended,-48.0,,,On time,On time
541317,406999,mobile,ended,-48.0,,,On time,On time
529029,386583,mobile,ended,-48.0,,,On time,On time
551533,316678,connect,ended,-48.0,,,On time,On time
564474,349006,mobile,ended,-48.0,,,On time,On time
554062,394024,mobile,ended,-48.0,562173.0,0.0,On time,On time
558776,287544,mobile,ended,-48.0,,,On time,On time
538692,361258,mobile,ended,-48.0,,,On time,On time
574579,286751,connect,ended,-48.0,,,On time,On time
539910,357007,mobile,ended,-48.0,,,On time,On time
566397,394884,mobile,ended,-48.0,,,On time,On time
550097,381857,connect,ended,-48.0,,,On time,On time
567592,374993,mobile,ended,-48.0,,,On time,On time
566150,375474,mobile,ended,-48.0,,,On time,On time
554925,350873,connect,ended,-48.0,,,On time,On time
545152,392479,mobile,ended,-48.0,539624.0,510.0,On time,On time
540432,405281,mobile,ended,-47.0,,,On time,On time
537335,329422,mobile,ended,-47.0,,,On time,On time
550561,358082,connect,ended,-47.0,,,On time,On time
566088,325915,mobile,ended,-47.0,,,On time,On time
564632,411346,mobile,ended,-47.0,,,On time,On time
568159,273720,mobile,ended,-47.0,,,On time,On time
543604,391179,mobile,ended,-47.0,,,On time,On time
549263,393968,connect,ended,-47.0,,,On time,On time
537186,395598,mobile,ended,-47.0,,,On time,On time
561694,245154,connect,ended,-47.0,,,On time,On time
542178,407965,mobile,ended,-47.0,,,On time,On time
549011,328866,mobile,ended,-47.0,,,On time,On time
562114,408506,mobile,ended,-47.0,,,On time,On time
533230,391325,mobile,ended,-47.0,,,On time,On time
563998,409663,mobile,ended,-47.0,,,On time,On time
544990,309912,mobile,ended,-47.0,,,On time,On time
551294,358054,mobile,ended,-47.0,,,On time,On time
570922,365926,connect,ended,-47.0,573294.0,510.0,On time,On time
561232,277587,mobile,ended,-47.0,,,On time,On time
531961,234356,mobile,ended,-47.0,,,On time,On time
536887,350149,mobile,ended,-47.0,542853.0,30.0,On time,On time
568078,239925,mobile,ended,-47.0,,,On time,On time
516723,368840,mobile,ended,-47.0,,,On time,On time
554794,404105,mobile,ended,-47.0,,,On time,On time
542508,406062,mobile,ended,-47.0,,,On time,On time
545812,375086,mobile,ended,-47.0,,,On time,On time
565353,392718,mobile,ended,-47.0,,,On time,On time
566540,314845,mobile,ended,-47.0,,,On time,On time
555522,349678,connect,ended,-47.0,,,On time,On time
574113,324940,mobile,ended,-47.0,,,On time,On time
546954,350705,mobile,ended,-47.0,548000.0,90.0,On time,On time
535583,376840,connect,ended,-47.0,,,On time,On time
539540,396009,connect,ended,-47.0,,,On time,On time
539101,169247,mobile,ended,-47.0,,,On time,On time
543197,300781,mobile,ended,-47.0,,,On time,On time
525705,387353,mobile,ended,-47.0,,,On time,On time
560586,315563,mobile,ended,-47.0,,,On time,On time
554505,402562,connect,ended,-47.0,554934.0,0.0,On time,On time
531994,407817,mobile,ended,-47.0,,,On time,On time
548916,358849,connect,ended,-47.0,,,On time,On time
541751,394928,connect,ended,-47.0,544799.0,600.0,On time,On time
547056,393950,mobile,ended,-47.0,,,On time,On time
553215,349142,mobile,ended,-46.0,,,On time,On time
560911,413908,mobile,ended,-46.0,,,On time,On time
532065,396034,connect,ended,-46.0,,,On time,On time
550412,400417,mobile,ended,-46.0,,,On time,On time
553594,336631,mobile,ended,-46.0,,,On time,On time
538589,348082,mobile,ended,-46.0,,,On time,On time
566285,366244,mobile,ended,-46.0,,,On time,On time
549218,359884,mobile,ended,-46.0,,,On time,On time
559651,255326,mobile,ended,-46.0,,,On time,On time
552585,394002,mobile,ended,-46.0,,,On time,On time
561192,328135,connect,ended,-46.0,,,On time,On time
543278,356758,mobile,ended,-46.0,,,On time,On time
560343,405005,connect,ended,-46.0,,,On time,On time
545126,406551,connect,ended,-46.0,,,On time,On time
568820,264513,mobile,ended,-46.0,566587.0,120.0,On time,On time
567025,404192,mobile,ended,-46.0,,,On time,On time
551702,403823,mobile,ended,-46.0,,,On time,On time
543240,369112,mobile,ended,-46.0,,,On time,On time
549854,303309,connect,ended,-46.0,,,On time,On time
523270,363419,mobile,ended,-46.0,,,On time,On time
542126,406161,mobile,ended,-46.0,,,On time,On time
521493,379200,mobile,ended,-46.0,,,On time,On time
541363,381123,mobile,ended,-46.0,540040.0,120.0,On time,On time
545409,411360,mobile,ended,-46.0,,,On time,On time
538512,360299,connect,ended,-46.0,,,On time,On time
569344,378239,mobile,ended,-46.0,,,On time,On time
541861,406413,mobile,ended,-46.0,540030.0,120.0,On time,On time
542765,393824,mobile,ended,-46.0,,,On time,On time
560232,365575,mobile,ended,-46.0,,,On time,On time
544074,217819,mobile,ended,-46.0,,,On time,On time
548846,369167,mobile,ended,-46.0,,,On time,On time
551129,285007,mobile,ended,-46.0,,,On time,On time
550384,357530,connect,ended,-46.0,,,On time,On time
571755,299017,connect,ended,-46.0,,,On time,On time
551551,307695,mobile,ended,-46.0,,,On time,On time
561637,404433,mobile,ended,-46.0,565733.0,480.0,On time,On time
558735,385011,connect,ended,-46.0,,,On time,On time
561422,354945,mobile,ended,-46.0,,,On time,On time
545909,373147,mobile,ended,-46.0,,,On time,On time
553717,216148,connect,ended,-46.0,,,On time,On time
545200,400181,mobile,ended,-45.0,,,On time,On time
538843,295783,connect,ended,-45.0,,,On time,On time
572500,399596,mobile,ended,-45.0,,,On time,On time
543093,349605,connect,ended,-45.0,,,On time,On time
568585,351660,connect,ended,-45.0,563040.0,90.0,On time,On time
543202,357530,connect,ended,-45.0,,,On time,On time
539731,406495,mobile,ended,-45.0,,,On time,On time
541431,399951,mobile,ended,-45.0,,,On time,On time
529274,406948,mobile,ended,-45.0,,,On time,On time
552086,376556,connect,ended,-45.0,,,On time,On time
560136,389565,mobile,ended,-45.0,,,On time,On time
543390,223615,mobile,ended,-45.0,532833.0,0.0,On time,On time
530602,400945,mobile,ended,-45.0,,,On time,On time
560431,284713,connect,ended,-45.0,567229.0,600.0,On time,On time
547765,362199,connect,ended,-45.0,,,On time,On time
549338,374337,mobile,ended,-45.0,,,On time,On time
574212,416526,mobile,ended,-45.0,,,On time,On time
571182,410596,mobile,ended,-45.0,,,On time,On time
560100,363918,mobile,ended,-45.0,,,On time,On time
556283,304447,mobile,ended,-45.0,,,On time,On time
547232,376876,mobile,ended,-45.0,,,On time,On time
541238,307579,mobile,ended,-45.0,,,On time,On time
568707,311834,connect,ended,-45.0,,,On time,On time
563076,399666,mobile,ended,-45.0,,,On time,On time
541898,358978,connect,ended,-45.0,542766.0,540.0,On time,On time
568627,405142,connect,ended,-45.0,560761.0,660.0,On time,On time
572366,389958,mobile,ended,-45.0,,,On time,On time
543033,372878,mobile,ended,-45.0,,,On time,On time
553031,406124,connect,ended,-45.0,,,On time,On time
556573,300505,connect,ended,-45.0,552826.0,630.0,On time,On time
550071,406329,mobile,ended,-45.0,,,On time,On time
545223,310553,connect,ended,-45.0,543354.0,720.0,On time,On time
519677,370585,connect,ended,-45.0,,,On time,On time
546794,385295,mobile,ended,-45.0,,,On time,On time
527078,405792,mobile,ended,-45.0,,,On time,On time
529332,406559,mobile,ended,-45.0,,,On time,On time
539321,384000,mobile,ended,-45.0,,,On time,On time
557364,318782,connect,ended,-45.0,,,On time,On time
549814,307819,mobile,ended,-45.0,,,On time,On time
567798,350099,connect,ended,-45.0,,,On time,On time
545098,307439,mobile,ended,-45.0,,,On time,On time
532747,386928,mobile,ended,-45.0,,,On time,On time
559562,376365,mobile,ended,-45.0,,,On time,On time
545947,396470,mobile,ended,-44.0,,,On time,On time
572268,398152,connect,ended,-44.0,,,On time,On time
550024,380478,mobile,ended,-44.0,,,On time,On time
526163,226488,mobile,ended,-44.0,,,On time,On time
550007,390702,connect,ended,-44.0,,,On time,On time
519190,368657,mobile,ended,-44.0,,,On time,On time
512303,371242,mobile,ended,-44.0,,,On time,On time
534854,383144,connect,ended,-44.0,,,On time,On time
546886,397915,mobile,ended,-44.0,,,On time,On time
566908,164960,connect,ended,-44.0,,,On time,On time
568951,402111,mobile,ended,-44.0,,,On time,On time
545682,281955,mobile,ended,-44.0,,,On time,On time
554440,399524,connect,ended,-44.0,,,On time,On time
559101,346392,mobile,ended,-44.0,,,On time,On time
559795,335341,mobile,ended,-44.0,,,On time,On time
564680,318521,mobile,ended,-44.0,,,On time,On time
552825,369938,connect,ended,-44.0,,,On time,On time
537303,347879,mobile,ended,-44.0,,,On time,On time
534253,308920,mobile,ended,-44.0,,,On time,On time
543984,313085,mobile,ended,-44.0,,,On time,On time
534830,263298,connect,ended,-44.0,,,On time,On time
558417,406793,mobile,ended,-44.0,,,On time,On time
565696,380438,mobile,ended,-44.0,,,On time,On time
537765,391912,mobile,ended,-44.0,,,On time,On time
573073,383443,connect,ended,-44.0,,,On time,On time
559629,334822,mobile,ended,-44.0,,,On time,On time
549525,390213,mobile,ended,-44.0,,,On time,On time
539780,316656,mobile,ended,-44.0,,,On time,On time
542655,337766,mobile,ended,-44.0,,,On time,On time
553140,388111,mobile,ended,-44.0,,,On time,On time
563151,386583,mobile,ended,-44.0,,,On time,On time
551601,291932,connect,ended,-44.0,,,On time,On time
563312,347873,connect,ended,-44.0,555622.0,570.0,On time,On time
549017,264531,mobile,ended,-44.0,,,On time,On time
540391,371541,connect,ended,-44.0,,,On time,On time
571574,373802,mobile,ended,-44.0,,,On time,On time
546640,404041,connect,ended,-44.0,,,On time,On time
544251,317770,connect,ended,-44.0,,,On time,On time
559638,314220,mobile,ended,-44.0,,,On time,On time
551448,383585,mobile,ended,-44.0,,,On time,On time
563973,366990,connect,ended,-44.0,,,On time,On time
530246,198687,mobile,ended,-44.0,,,On time,On time
550107,318728,connect,ended,-44.0,,,On time,On time
558377,336672,connect,ended,-44.0,,,On time,On time
561347,228659,mobile,ended,-44.0,,,On time,On time
539034,374930,mobile,ended,-44.0,,,On time,On time
569303,272430,connect,ended,-44.0,562514.0,360.0,On time,On time
563010,409560,mobile,ended,-43.0,,,On time,On time
514563,198801,mobile,ended,-43.0,,,On time,On time
537504,358772,connect,ended,-43.0,,,On time,On time
571180,391618,connect,ended,-43.0,,,On time,On time
565540,281518,mobile,ended,-43.0,,,On time,On time
538289,349012,mobile,ended,-43.0,,,On time,On time
568164,374298,connect,ended,-43.0,565095.0,60.0,On time,On time
569261,410826,mobile,ended,-43.0,,,On time,On time
539474,248926,mobile,ended,-43.0,,,On time,On time
541494,405854,mobile,ended,-43.0,,,On time,On time
548993,214091,mobile,ended,-43.0,,,On time,On time
535275,378510,mobile,ended,-43.0,,,On time,On time
557548,411002,mobile,ended,-43.0,,,On time,On time
539253,334510,mobile,ended,-43.0,,,On time,On time
557602,207728,mobile,ended,-43.0,,,On time,On time
540263,335276,connect,ended,-43.0,,,On time,On time
566923,346519,mobile,ended,-43.0,563977.0,360.0,On time,On time
563869,311923,connect,ended,-43.0,,,On time,On time
568028,403335,mobile,ended,-43.0,,,On time,On time
544245,293910,mobile,ended,-43.0,,,On time,On time
564700,397838,mobile,ended,-43.0,,,On time,On time
557826,406104,mobile,ended,-43.0,,,On time,On time
527013,362531,connect,ended,-43.0,,,On time,On time
542837,406062,connect,ended,-43.0,,,On time,On time
562019,341184,mobile,ended,-43.0,,,On time,On time
522771,358772,connect,ended,-43.0,557012.0,60.0,On time,On time
542365,409356,mobile,ended,-43.0,,,On time,On time
571784,384235,mobile,ended,-43.0,,,On time,On time
562525,359046,mobile,ended,-43.0,,,On time,On time
541626,390073,connect,ended,-43.0,,,On time,On time
544350,373893,connect,ended,-43.0,,,On time,On time
571722,381787,connect,ended,-43.0,,,On time,On time
543858,396183,mobile,ended,-43.0,,,On time,On time
546562,328135,connect,ended,-43.0,,,On time,On time
548539,307364,mobile,ended,-43.0,,,On time,On time
556175,394328,mobile,ended,-43.0,,,On time,On time
570338,281341,mobile,ended,-43.0,,,On time,On time
565009,389087,mobile,ended,-43.0,,,On time,On time
539124,211876,connect,ended,-43.0,,,On time,On time
554976,410779,mobile,ended,-43.0,,,On time,On time
561155,406551,connect,ended,-43.0,,,On time,On time
544522,389053,mobile,ended,-43.0,,,On time,On time
537921,408497,mobile,ended,-43.0,,,On time,On time
546716,402773,mobile,ended,-43.0,,,On time,On time
552753,399575,connect,ended,-43.0,,,On time,On time
538270,394555,connect,ended,-43.0,,,On time,On time
544483,340060,mobile,ended,-43.0,,,On time,On time
537029,338584,connect,ended,-43.0,542364.0,0.0,On time,On time
548371,229411,mobile,ended,-43.0,539104.0,270.0,On time,On time
553167,292319,connect,ended,-43.0,,,On time,On time
508605,357007,mobile,ended,-43.0,,,On time,On time
