rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,delay,delay_range,rental_id_join,delay_at_checkout_in_minutes_join,real_delay
557773,402858,mobile,ended,-68.0,511719.0,0.0,On time,On time,511719,71.0,-71.0
549535,401281,connect,ended,-68.0,530729.0,690.0,On time,On time,530729,-4.0,694.0
564594,248926,mobile,ended,-68.0,559683.0,150.0,On time,On time,559683,19.0,131.0
559950,380128,mobile,ended,-68.0,557700.0,360.0,On time,On time,557700,315.0,45.0
567795,405005,connect,ended,-68.0,560343.0,210.0,On time,On time,560343,-46.0,256.0
527387,368604,connect,ended,-68.0,559396.0,690.0,On time,On time,559396,-29.0,719.0
544762,300505,connect,ended,-67.0,548050.0,90.0,On time,On time,548050,-538.0,628.0
570035,412698,mobile,ended,-67.0,557146.0,60.0,On time,On time,557146,-8.0,68.0
542105,397188,mobile,ended,-66.0,541742.0,720.0,On time,On time,541742,134.0,586.0
538994,324821,connect,ended,-66.0,529626.0,600.0,On time,On time,529626,66.0,534.0
550616,368432,mobile,ended,-65.0,527378.0,0.0,On time,On time,527378,0.0,0.0
554952,290726,connect,ended,-65.0,561666.0,480.0,On time,On time,561666,-1.0,481.0
537666,377509,mobile,ended,-65.0,538177.0,240.0,On time,On time,538177,50.0,190.0
545696,374360,connect,ended,-64.0,550978.0,720.0,On time,On time,550978,0.0,720.0
552310,385625,connect,ended,-64.0,552425.0,300.0,On time,On time,552425,-102.0,402.0
554515,276924,mobile,ended,-64.0,553153.0,120.0,On time,On time,553153,5.0,115.0
558357,357530,connect,ended,-63.0,558780.0,120.0,On time,On time,558780,-7.0,127.0
543277,265239,connect,ended,-63.0,535914.0,360.0,On time,On time,535914,44.0,316.0
562848,272430,connect,ended,-63.0,564600.0,330.0,On time,On time,564600,-61.0,391.0
569445,346305,mobile,ended,-62.0,560681.0,180.0,On time,On time,560681,-21.0,201.0
549467,372779,mobile,ended,-62.0,547247.0,240.0,On time,On time,547247,2.0,238.0
547783,194343,connect,ended,-61.0,545064.0,30.0,On time,On time,545064,74.0,-44.0
564845,342699,connect,ended,-61.0,565162.0,510.0,On time,On time,565162,52.0,458.0
523462,186958,mobile,ended,-61.0,554177.0,690.0,On time,On time,554177,-40.0,730.0
560319,390467,connect,ended,-61.0,554129.0,720.0,On time,On time,554129,1.0,719.0
564600,272430,connect,ended,-61.0,559220.0,570.0,On time,On time,559220,-746.0,1316.0
563487,338969,connect,ended,-60.0,564381.0,600.0,On time,On time,564381,-53.0,653.0
545828,372027,mobile,ended,-60.0,540875.0,0.0,On time,On time,540875,-12.0,12.0
527981,358978,connect,ended,-60.0,541898.0,210.0,On time,On time,541898,-45.0,255.0
552582,251447,connect,ended,-60.0,549512.0,630.0,On time,On time,549512,-165.0,795.0
540782,401387,mobile,ended,-60.0,521343.0,540.0,On time,On time,521343,86.0,454.0
544799,394928,connect,ended,-59.0,531562.0,210.0,On time,On time,531562,-129.0,339.0
558490,403749,mobile,ended,-59.0,554954.0,60.0,On time,On time,554954,-152.0,212.0
536374,308579,mobile,ended,-59.0,537187.0,120.0,On time,On time,537187,109.0,11.0
567347,328263,mobile,ended,-59.0,565243.0,150.0,On time,On time,565243,10.0,140.0
545142,399431,mobile,ended,-59.0,536579.0,270.0,On time,On time,536579,64.0,206.0
545069,399431,mobile,canceled,,536579.0,210.0,Unknown,Unknown,536579,64.0,146.0
575912,405611,connect,ended,-58.0,574676.0,90.0,On time,On time,574676,35.0,55.0
536610,328866,mobile,ended,-58.0,549011.0,0.0,On time,On time,549011,-47.0,47.0
550306,353425,connect,ended,-58.0,555658.0,720.0,On time,On time,555658,-89.0,809.0
549701,395266,mobile,ended,-57.0,546447.0,150.0,On time,On time,546447,-22.0,172.0
561066,230201,connect,ended,-57.0,564529.0,0.0,On time,On time,564529,24.0,-24.0
568399,241021,connect,ended,-57.0,563552.0,60.0,On time,On time,563552,25.0,35.0
557433,381787,connect,ended,-56.0,558480.0,0.0,On time,On time,558480,-15.0,15.0
568302,363387,mobile,ended,-56.0,569781.0,450.0,On time,On time,569781,-687.0,1137.0
559759,410052,mobile,ended,-56.0,556710.0,600.0,On time,On time,556710,70.0,530.0
552756,374684,mobile,ended,-56.0,547550.0,600.0,On time,On time,547550,-63.0,663.0
559072,383485,mobile,ended,-56.0,558533.0,720.0,On time,On time,558533,64.0,656.0
543283,314897,mobile,ended,-56.0,540735.0,720.0,On time,On time,540735,-14.0,734.0
550757,345080,connect,ended,-55.0,549248.0,720.0,On time,On time,549248,,
544783,345080,connect,canceled,,549248.0,570.0,Unknown,Unknown,549248,,
570350,365926,connect,ended,-55.0,570337.0,60.0,On time,On time,570337,-37.0,97.0
566264,401475,connect,ended,-55.0,517671.0,660.0,On time,On time,517671,-249.0,909.0
541816,347464,connect,ended,-55.0,509094.0,720.0,On time,On time,509094,-26.0,746.0
554791,382734,mobile,ended,-54.0,554944.0,720.0,On time,On time,554944,37.0,683.0
561408,310444,connect,ended,-54.0,545475.0,360.0,On time,On time,545475,54.0,306.0
521969,354493,mobile,ended,-54.0,518353.0,210.0,On time,On time,518353,17.0,193.0
561586,376642,mobile,ended,-53.0,557899.0,630.0,On time,On time,557899,-25.0,655.0
568758,415034,mobile,ended,-53.0,569808.0,510.0,On time,On time,569808,-92.0,602.0
529233,399528,connect,ended,-53.0,529252.0,480.0,On time,On time,529252,-104.0,584.0
569319,415157,mobile,ended,-53.0,563557.0,30.0,On time,On time,563557,3.0,27.0
547047,337047,mobile,ended,-53.0,544443.0,30.0,On time,On time,544443,56.0,-26.0
560485,216576,connect,ended,-52.0,567020.0,0.0,On time,On time,567020,-470.0,470.0
551160,383949,mobile,ended,-52.0,545467.0,90.0,On time,On time,545467,50.0,40.0
549928,301799,connect,ended,-52.0,551138.0,540.0,On time,On time,551138,550.0,-10.0
537161,376760,connect,ended,-52.0,539557.0,90.0,On time,On time,539557,21.0,69.0
544864,357860,connect,ended,-52.0,540016.0,450.0,On time,On time,540016,16.0,434.0
548110,379908,mobile,ended,-52.0,542260.0,720.0,On time,On time,542260,45.0,675.0
559701,401475,connect,ended,-51.0,552371.0,600.0,On time,On time,552371,47.0,553.0
545204,409750,mobile,ended,-50.0,544363.0,660.0,On time,On time,544363,-81.0,741.0
560938,407636,connect,ended,-50.0,555004.0,660.0,On time,On time,555004,-71.0,731.0
539934,372115,mobile,ended,-50.0,536095.0,720.0,On time,On time,536095,-161.0,881.0
517818,377172,mobile,ended,-49.0,551053.0,30.0,On time,On time,551053,19.0,11.0
566177,374741,connect,ended,-49.0,564143.0,690.0,On time,On time,564143,-122.0,812.0
561480,364652,connect,ended,-48.0,564545.0,60.0,On time,On time,564545,-90.0,150.0
559798,376840,connect,ended,-48.0,558702.0,60.0,On time,On time,558702,-164.0,224.0
554062,394024,mobile,ended,-48.0,562173.0,0.0,On time,On time,562173,73.0,-73.0
545152,392479,mobile,ended,-48.0,539624.0,510.0,On time,On time,539624,,
570922,365926,connect,ended,-47.0,573294.0,510.0,On time,On time,573294,9.0,501.0
536887,350149,mobile,ended,-47.0,542853.0,30.0,On time,On time,542853,-78.0,108.0
546954,350705,mobile,ended,-47.0,548000.0,90.0,On time,On time,548000,4.0,86.0
554505,402562,connect,ended,-47.0,554934.0,0.0,On time,On time,554934,12.0,-12.0
541751,394928,connect,ended,-47.0,544799.0,600.0,On time,On time,544799,-59.0,659.0
568820,264513,mobile,ended,-46.0,566587.0,120.0,On time,On time,566587,39.0,81.0
541363,381123,mobile,ended,-46.0,540040.0,120.0,On time,On time,540040,89.0,31.0
541861,406413,mobile,ended,-46.0,540030.0,120.0,On time,On time,540030,59.0,61.0
561637,404433,mobile,ended,-46.0,565733.0,480.0,On time,On time,565733,-1020.0,1500.0
568585,351660,connect,ended,-45.0,563040.0,90.0,On time,On time,563040,41.0,49.0
568428,351660,connect,canceled,,563040.0,0.0,Unknown,Unknown,563040,41.0,-41.0
543390,223615,mobile,ended,-45.0,532833.0,0.0,On time,On time,532833,22.0,-22.0
560431,284713,connect,ended,-45.0,567229.0,600.0,On time,On time,567229,-4.0,604.0
541898,358978,connect,ended,-45.0,542766.0,540.0,On time,On time,542766,-8.0,548.0
568627,405142,connect,ended,-45.0,560761.0,660.0,On time,On time,560761,-67.0,727.0
556573,300505,connect,ended,-45.0,552826.0,630.0,On time,On time,552826,13.0,617.0
545223,310553,connect,ended,-45.0,543354.0,720.0,On time,On time,543354,-71.0,791.0
563312,347873,connect,ended,-44.0,555622.0,570.0,On time,On time,555622,-154.0,724.0
569303,272430,connect,ended,-44.0,562514.0,360.0,On time,On time,562514,-25.0,385.0
568164,374298,connect,ended,-43.0,565095.0,60.0,On time,On time,565095,9.0,51.0
566923,346519,mobile,ended,-43.0,563977.0,360.0,On time,On time,563977,23.0,337.0
522771,358772,connect,ended,-43.0,557012.0,60.0,On time,On time,557012,-29.0,89.0
537029,338584,connect,ended,-43.0,542364.0,0.0,On time,On time,542364,-38.0,38.0
548371,229411,mobile,ended,-43.0,539104.0,270.0,On time,On time,539104,-29.0,299.0
544947,392368,connect,ended,-42.0,553290.0,720.0,On time,On time,553290,-23.0,743.0
520878,289720,connect,ended,-42.0,540741.0,120.0,On time,On time,540741,4.0,116.0
564485,290726,connect,ended,-42.0,554952.0,480.0,On time,On time,554952,-65.0,545.0
516252,284459,connect,ended,-42.0,535364.0,510.0,On time,On time,535364,7.0,503.0
568275,341630,mobile,ended,-42.0,559873.0,480.0,On time,On time,559873,79.0,401.0
568822,386259,connect,ended,-42.0,567288.0,0.0,On time,On time,567288,-86.0,86.0
564129,368506,mobile,ended,-41.0,555811.0,600.0,On time,On time,555811,62.0,538.0
542977,364530,mobile,ended,-41.0,540811.0,0.0,On time,On time,540811,-30.0,30.0
543861,358082,connect,ended,-41.0,542942.0,120.0,On time,On time,542942,-106.0,226.0
554901,251447,connect,ended,-41.0,552582.0,210.0,On time,On time,552582,-60.0,270.0
534856,319886,connect,ended,-40.0,556396.0,0.0,On time,On time,556396,-22.0,22.0
551070,359800,mobile,ended,-40.0,548225.0,60.0,On time,On time,548225,184.0,-124.0
552157,410231,mobile,ended,-40.0,548424.0,330.0,On time,On time,548424,-7.0,337.0
558088,245154,connect,ended,-40.0,566170.0,180.0,On time,On time,566170,-2.0,182.0
556014,245154,connect,canceled,,566170.0,210.0,Unknown,Unknown,566170,-2.0,212.0
551693,412114,mobile,ended,-40.0,548975.0,60.0,On time,On time,548975,-7.0,67.0
569487,335276,connect,ended,-40.0,560375.0,600.0,On time,On time,560375,140.0,460.0
568853,335276,connect,canceled,,560375.0,690.0,Unknown,Unknown,560375,140.0,550.0
566574,406625,connect,ended,-40.0,565247.0,210.0,On time,On time,565247,0.0,210.0
565815,298466,mobile,ended,-40.0,567964.0,150.0,On time,On time,567964,-22.0,172.0
559724,383462,connect,ended,-39.0,556319.0,660.0,On time,On time,556319,55.0,605.0
565203,351162,connect,ended,-39.0,557093.0,60.0,On time,On time,557093,-37.0,97.0
544566,355444,connect,ended,-39.0,541239.0,150.0,On time,On time,541239,33.0,117.0
519027,298516,connect,ended,-39.0,549626.0,390.0,On time,On time,549626,115.0,275.0
536952,241021,connect,ended,-39.0,542244.0,720.0,On time,On time,542244,80.0,640.0
571709,371632,connect,ended,-38.0,568753.0,480.0,On time,On time,568753,-18.0,498.0
563661,338584,connect,ended,-38.0,567637.0,630.0,On time,On time,567637,-166.0,796.0
563092,410214,mobile,ended,-38.0,563145.0,180.0,On time,On time,563145,28.0,152.0
551337,314456,connect,ended,-37.0,556481.0,480.0,On time,On time,556481,,
550407,341861,connect,ended,-37.0,551209.0,120.0,On time,On time,551209,-15.0,135.0
561351,385073,mobile,ended,-37.0,560872.0,690.0,On time,On time,560872,-56.0,746.0
560896,391379,connect,ended,-37.0,559579.0,150.0,On time,On time,559579,8.0,142.0
570337,365926,connect,ended,-37.0,543942.0,570.0,On time,On time,543942,37.0,533.0
553402,386413,connect,ended,-37.0,551633.0,600.0,On time,On time,551633,58.0,542.0
538564,393185,mobile,ended,-36.0,531229.0,0.0,On time,On time,531229,-71.0,71.0
544742,365926,connect,ended,-36.0,551678.0,570.0,On time,On time,551678,-202.0,772.0
543713,355444,connect,ended,-36.0,541691.0,120.0,On time,On time,541691,5.0,115.0
541602,383110,connect,ended,-36.0,539987.0,720.0,On time,On time,539987,76.0,644.0
544741,374290,mobile,ended,-36.0,532043.0,180.0,On time,On time,532043,101.0,79.0
565826,387980,mobile,ended,-36.0,565423.0,270.0,On time,On time,565423,93.0,177.0
575353,341861,connect,ended,-36.0,571038.0,60.0,On time,On time,571038,-152.0,212.0
538657,404146,mobile,ended,-36.0,538335.0,720.0,On time,On time,538335,-128.0,848.0
568455,382302,connect,ended,-35.0,574639.0,660.0,On time,On time,574639,6.0,654.0
568826,279966,mobile,ended,-35.0,566857.0,90.0,On time,On time,566857,51.0,39.0
538820,261263,mobile,ended,-35.0,533521.0,180.0,On time,On time,533521,20.0,160.0
537302,380813,mobile,ended,-34.0,543359.0,660.0,On time,On time,543359,594.0,66.0
560165,304775,connect,ended,-34.0,552359.0,240.0,On time,On time,552359,-118.0,358.0
567764,414230,mobile,ended,-33.0,566395.0,120.0,On time,On time,566395,24.0,96.0
563251,383720,connect,ended,-33.0,554559.0,720.0,On time,On time,554559,19.0,701.0
535461,386259,connect,ended,-33.0,543525.0,30.0,On time,On time,543525,11.0,19.0
545963,305525,connect,ended,-33.0,549063.0,150.0,On time,On time,549063,-35.0,185.0
542392,379751,connect,ended,-33.0,541396.0,0.0,On time,On time,541396,33.0,-33.0
549613,311707,connect,ended,-33.0,543933.0,0.0,On time,On time,543933,-32.0,32.0
555798,388540,mobile,ended,-33.0,552353.0,30.0,On time,On time,552353,-33.0,63.0
546792,230201,connect,ended,-32.0,546832.0,0.0,On time,On time,546832,-8.0,8.0
531247,392368,connect,ended,-32.0,550614.0,60.0,On time,On time,550614,27.0,33.0
542801,345865,connect,ended,-32.0,537406.0,90.0,On time,On time,537406,-18.0,108.0
558941,370312,mobile,ended,-32.0,547786.0,660.0,On time,On time,547786,107.0,553.0
516961,385721,connect,ended,-32.0,542219.0,0.0,On time,On time,542219,0.0,0.0
551825,376901,mobile,ended,-31.0,543606.0,60.0,On time,On time,543606,18.0,42.0
562582,409345,mobile,ended,-31.0,563062.0,30.0,On time,On time,563062,4.0,26.0
563925,241021,connect,ended,-31.0,563827.0,30.0,On time,On time,563827,-486.0,516.0
521403,316678,connect,ended,-31.0,558030.0,60.0,On time,On time,558030,-158.0,218.0
568312,414757,mobile,ended,-31.0,564212.0,60.0,On time,On time,564212,-164.0,224.0
563460,410218,mobile,ended,-30.0,562205.0,300.0,On time,On time,562205,-124.0,424.0
574188,358978,connect,ended,-30.0,573147.0,570.0,On time,On time,573147,6.0,564.0
557012,358772,connect,ended,-29.0,553385.0,60.0,On time,On time,553385,-71.0,131.0
528111,375944,connect,ended,-29.0,534342.0,300.0,On time,On time,534342,-71.0,371.0
556238,399603,mobile,ended,-29.0,560315.0,300.0,On time,On time,560315,-334.0,634.0
557461,194343,connect,ended,-29.0,505628.0,90.0,On time,On time,505628,-60.0,150.0
562310,405005,connect,ended,-29.0,555533.0,450.0,On time,On time,555533,-625.0,1075.0
551617,349894,connect,ended,-29.0,549019.0,270.0,On time,On time,549019,32.0,238.0
571191,413896,mobile,ended,-29.0,572986.0,60.0,On time,On time,572986,63.0,-3.0
541760,367632,connect,ended,-29.0,527974.0,270.0,On time,On time,527974,8.0,262.0
559396,368604,connect,ended,-29.0,546242.0,90.0,On time,On time,546242,2.0,88.0
548172,361156,mobile,ended,-29.0,522848.0,300.0,On time,On time,522848,-5.0,305.0
540121,401077,mobile,ended,-29.0,534332.0,30.0,On time,On time,534332,44.0,-14.0
544126,402194,mobile,ended,-29.0,514673.0,570.0,On time,On time,514673,-52.0,622.0
536969,384479,mobile,ended,-29.0,539733.0,600.0,On time,On time,539733,73.0,527.0
571208,293910,mobile,ended,-28.0,575013.0,600.0,On time,On time,575013,-15.0,615.0
568286,359641,mobile,ended,-28.0,560844.0,240.0,On time,On time,560844,72.0,168.0
554905,314687,mobile,ended,-28.0,552745.0,60.0,On time,On time,552745,-82.0,142.0
564703,385629,connect,ended,-28.0,564926.0,180.0,On time,On time,564926,-484.0,664.0
573479,402209,mobile,ended,-28.0,554170.0,690.0,On time,On time,554170,-125.0,815.0
541640,391338,mobile,ended,-28.0,534025.0,60.0,On time,On time,534025,-2.0,62.0
550277,375128,connect,ended,-28.0,549044.0,240.0,On time,On time,549044,41.0,199.0
568444,353425,connect,ended,-27.0,557068.0,90.0,On time,On time,557068,30.0,60.0
558830,353425,connect,canceled,,557068.0,0.0,Unknown,Unknown,557068,30.0,-30.0
544712,408844,mobile,ended,-27.0,537812.0,600.0,On time,On time,537812,-1.0,601.0
568211,409197,mobile,ended,-27.0,563484.0,660.0,On time,On time,563484,-76.0,736.0
533798,404688,mobile,ended,-27.0,524948.0,270.0,On time,On time,524948,8.0,262.0
559756,405923,mobile,ended,-27.0,566173.0,120.0,On time,On time,566173,-933.0,1053.0
536765,347781,mobile,ended,-26.0,536981.0,600.0,On time,On time,536981,5.0,595.0
550529,362531,connect,ended,-26.0,544688.0,660.0,On time,On time,544688,334.0,326.0
542971,314456,connect,ended,-26.0,533380.0,690.0,On time,On time,533380,-167.0,857.0
543055,405005,connect,ended,-26.0,551169.0,720.0,On time,On time,551169,58.0,662.0
568439,368432,mobile,ended,-25.0,560404.0,90.0,On time,On time,560404,-66.0,156.0
559213,290109,mobile,ended,-25.0,565976.0,600.0,On time,On time,565976,-166.0,766.0
545760,383804,connect,ended,-25.0,552820.0,180.0,On time,On time,552820,-4.0,184.0
557023,302561,connect,ended,-25.0,558162.0,60.0,On time,On time,558162,-105.0,165.0
569645,396034,connect,ended,-25.0,551522.0,330.0,On time,On time,551522,0.0,330.0
562514,272430,connect,ended,-25.0,562848.0,0.0,On time,On time,562848,-63.0,63.0
559450,366199,connect,ended,-24.0,547522.0,120.0,On time,On time,547522,-1172.0,1292.0
541079,356106,connect,ended,-24.0,531984.0,120.0,On time,On time,531984,-605.0,725.0
553595,388206,mobile,ended,-24.0,513941.0,570.0,On time,On time,513941,64.0,506.0
566181,366164,connect,ended,-24.0,570155.0,30.0,On time,On time,570155,-130.0,160.0
544803,299063,connect,ended,-24.0,563652.0,30.0,On time,On time,563652,-22.0,52.0
550392,288953,mobile,ended,-23.0,547476.0,150.0,On time,On time,547476,2.0,148.0
551912,225795,connect,ended,-23.0,567177.0,0.0,On time,On time,567177,-422.0,422.0
559733,326708,mobile,ended,-23.0,554230.0,180.0,On time,On time,554230,15.0,165.0
564693,408680,mobile,ended,-23.0,553639.0,0.0,On time,On time,553639,37.0,-37.0
562166,358480,mobile,ended,-23.0,567436.0,510.0,On time,On time,567436,-661.0,1171.0
556933,291932,connect,ended,-23.0,559594.0,60.0,On time,On time,559594,-408.0,468.0
557732,374746,mobile,ended,-22.0,547231.0,0.0,On time,On time,547231,-1.0,1.0
556396,319886,connect,ended,-22.0,553022.0,30.0,On time,On time,553022,-60.0,90.0
551069,359880,connect,ended,-22.0,549192.0,180.0,On time,On time,549192,45.0,135.0
567964,298466,mobile,ended,-22.0,527165.0,150.0,On time,On time,527165,-892.0,1042.0
555076,369845,mobile,ended,-22.0,553278.0,690.0,On time,On time,553278,-32.0,722.0
521986,369845,mobile,canceled,,553278.0,630.0,Unknown,Unknown,553278,-32.0,662.0
544445,195888,mobile,ended,-22.0,544632.0,690.0,On time,On time,544632,34.0,656.0
568084,214635,connect,ended,-22.0,549978.0,540.0,On time,On time,549978,-32.0,572.0
541160,380833,mobile,ended,-22.0,556918.0,60.0,On time,On time,556918,35.0,25.0
563652,299063,connect,ended,-22.0,561530.0,270.0,On time,On time,561530,-5.0,275.0
559967,340369,connect,ended,-21.0,559032.0,180.0,On time,On time,559032,-40.0,220.0
533904,228703,connect,ended,-21.0,519407.0,330.0,On time,On time,519407,-1061.0,1391.0
548272,317330,connect,ended,-21.0,548279.0,0.0,On time,On time,548279,-692.0,692.0
551925,336629,mobile,ended,-21.0,550453.0,0.0,On time,On time,550453,8.0,-8.0
559663,173061,connect,ended,-21.0,552524.0,720.0,On time,On time,552524,-22.0,742.0
541535,385642,mobile,ended,-21.0,543878.0,630.0,On time,On time,543878,187.0,443.0
570888,265239,connect,ended,-21.0,551401.0,270.0,On time,On time,551401,-2938.0,3208.0
538160,216701,mobile,ended,-21.0,524146.0,90.0,On time,On time,524146,155.0,-65.0
558313,285452,connect,ended,-21.0,556448.0,720.0,On time,On time,556448,14.0,706.0
559493,285452,connect,canceled,,556448.0,30.0,Unknown,Unknown,556448,14.0,16.0
561362,352528,connect,ended,-21.0,527111.0,600.0,On time,On time,527111,100.0,500.0
572871,381435,mobile,ended,-20.0,571546.0,60.0,On time,On time,571546,23.0,37.0
559490,268787,mobile,ended,-20.0,552187.0,0.0,On time,On time,552187,8.0,-8.0
562498,351258,mobile,ended,-20.0,544878.0,630.0,On time,On time,544878,29.0,601.0
575860,323777,mobile,ended,-19.0,575053.0,30.0,On time,On time,575053,22.0,8.0
561882,356630,mobile,ended,-19.0,563870.0,0.0,On time,On time,563870,-731.0,731.0
569376,330318,mobile,ended,-19.0,566099.0,120.0,On time,On time,566099,123.0,-3.0
565868,376901,connect,ended,-19.0,562254.0,30.0,On time,On time,562254,-6.0,36.0
540199,312078,connect,ended,-19.0,538207.0,0.0,On time,On time,538207,-128.0,128.0
554498,248889,connect,ended,-18.0,559060.0,720.0,On time,On time,559060,-50.0,770.0
565610,385073,mobile,ended,-18.0,555340.0,120.0,On time,On time,555340,-6.0,126.0
553825,335276,connect,ended,-18.0,552800.0,150.0,On time,On time,552800,-74.0,224.0
544402,366164,connect,ended,-18.0,554118.0,720.0,On time,On time,554118,113.0,607.0
542163,338243,connect,ended,-18.0,534021.0,90.0,On time,On time,534021,-57.0,147.0
550903,389785,connect,ended,-18.0,540617.0,180.0,On time,On time,540617,-884.0,1064.0
555503,346305,mobile,ended,-17.0,537219.0,180.0,On time,On time,537219,-185.0,365.0
551784,409345,mobile,ended,-17.0,557381.0,60.0,On time,On time,557381,14.0,46.0
539038,378072,connect,ended,-17.0,529169.0,720.0,On time,On time,529169,1.0,719.0
543854,222934,mobile,ended,-17.0,507859.0,0.0,On time,On time,507859,16.0,-16.0
526536,384479,mobile,ended,-17.0,538761.0,690.0,On time,On time,538761,98.0,592.0
557706,399575,connect,ended,-17.0,548718.0,720.0,On time,On time,548718,73.0,647.0
570819,353425,connect,ended,-17.0,573393.0,120.0,On time,On time,573393,-551.0,671.0
559428,289720,connect,ended,-16.0,520878.0,90.0,On time,On time,520878,-42.0,132.0
542241,390467,connect,ended,-16.0,537405.0,0.0,On time,On time,537405,95.0,-95.0
574755,373802,mobile,ended,-16.0,571574.0,30.0,On time,On time,571574,-44.0,74.0
523250,364907,connect,ended,-16.0,549567.0,30.0,On time,On time,549567,6.0,24.0
534378,402469,mobile,ended,-15.0,540696.0,510.0,On time,On time,540696,-109.0,619.0
511639,370585,connect,ended,-15.0,563782.0,570.0,On time,On time,563782,136.0,434.0
565171,410939,connect,ended,-15.0,567442.0,240.0,On time,On time,567442,-353.0,593.0
575013,293910,mobile,ended,-15.0,563147.0,630.0,On time,On time,563147,12.0,618.0
558480,381787,connect,ended,-15.0,548193.0,210.0,On time,On time,548193,158.0,52.0
552462,381787,connect,canceled,,548193.0,150.0,Unknown,Unknown,548193,158.0,-8.0
554078,382821,connect,ended,-15.0,552892.0,420.0,On time,On time,552892,-48.0,468.0
540132,397838,mobile,ended,-15.0,526192.0,720.0,On time,On time,526192,10.0,710.0
566456,381857,connect,ended,-15.0,565199.0,90.0,On time,On time,565199,-66.0,156.0
554470,392718,mobile,ended,-15.0,547640.0,60.0,On time,On time,547640,,
559519,381012,mobile,ended,-15.0,553964.0,0.0,On time,On time,553964,-707.0,707.0
524487,380866,mobile,ended,-15.0,545830.0,120.0,On time,On time,545830,58.0,62.0
552264,376491,connect,ended,-15.0,551892.0,30.0,On time,On time,551892,-96.0,126.0
562894,285452,connect,ended,-14.0,560823.0,660.0,On time,On time,560823,-37.0,697.0
556029,299063,connect,ended,-14.0,548540.0,120.0,On time,On time,548540,-147.0,267.0
550095,298757,connect,ended,-14.0,548361.0,630.0,On time,On time,548361,-36.0,666.0
561569,374809,connect,ended,-14.0,540924.0,120.0,On time,On time,540924,2.0,118.0
573770,356106,connect,ended,-14.0,573913.0,390.0,On time,On time,573913,156.0,234.0
567859,310918,connect,ended,-14.0,562013.0,600.0,On time,On time,562013,15.0,585.0
556670,374057,mobile,ended,-14.0,553772.0,120.0,On time,On time,553772,4.0,116.0
542826,290600,connect,ended,-14.0,542197.0,0.0,On time,On time,542197,-12.0,12.0
554885,402767,mobile,ended,-13.0,556984.0,660.0,On time,On time,556984,38.0,622.0
537215,313048,mobile,ended,-13.0,532312.0,0.0,On time,On time,532312,-115.0,115.0
543577,356106,connect,ended,-13.0,541079.0,120.0,On time,On time,541079,-24.0,144.0
543533,356106,connect,canceled,,541079.0,60.0,Unknown,Unknown,541079,-24.0,84.0
543572,356106,connect,canceled,,541079.0,120.0,Unknown,Unknown,541079,-24.0,144.0
554608,305525,connect,ended,-13.0,552965.0,270.0,On time,On time,552965,-6.0,276.0
566561,342699,connect,ended,-13.0,564845.0,0.0,On time,On time,564845,-61.0,61.0
571227,298117,connect,ended,-13.0,571310.0,600.0,On time,On time,571310,56.0,544.0
545731,409227,mobile,ended,-12.0,545485.0,300.0,On time,On time,545485,51.0,249.0
536816,360902,mobile,ended,-12.0,535641.0,450.0,On time,On time,535641,,
543394,305525,connect,ended,-12.0,537439.0,720.0,On time,On time,537439,-181.0,901.0
539640,368432,mobile,ended,-12.0,535981.0,0.0,On time,On time,535981,2.0,-2.0
572580,288973,mobile,ended,-12.0,571780.0,720.0,On time,On time,571780,-125.0,845.0
538252,280227,connect,ended,-12.0,551501.0,660.0,On time,On time,551501,-476.0,1136.0
542083,385131,connect,ended,-12.0,542592.0,180.0,On time,On time,542592,-428.0,608.0
542701,409005,mobile,ended,-12.0,541529.0,60.0,On time,On time,541529,17.0,43.0
563942,412139,mobile,ended,-12.0,555548.0,90.0,On time,On time,555548,31.0,59.0
570777,368604,connect,ended,-12.0,527387.0,660.0,On time,On time,527387,-68.0,728.0
545784,404020,mobile,ended,-11.0,543175.0,30.0,On time,On time,543175,4.0,26.0
537570,299059,mobile,ended,-11.0,534705.0,60.0,On time,On time,534705,74.0,-14.0
552303,354138,mobile,ended,-11.0,566927.0,570.0,On time,On time,566927,142.0,428.0
557845,405433,mobile,ended,-11.0,557514.0,0.0,On time,On time,557514,47.0,-47.0
545750,393968,connect,ended,-11.0,548306.0,600.0,On time,On time,548306,27.0,573.0
551686,383110,connect,ended,-11.0,547672.0,150.0,On time,On time,547672,7.0,143.0
546779,408267,mobile,ended,-11.0,549703.0,60.0,On time,On time,549703,-51.0,111.0
554942,382444,mobile,ended,-11.0,563834.0,240.0,On time,On time,563834,-2.0,242.0
554926,412226,mobile,ended,-11.0,560213.0,420.0,On time,On time,560213,,
553518,317639,mobile,ended,-10.0,561611.0,120.0,On time,On time,561611,39.0,81.0
569130,380813,mobile,ended,-10.0,551354.0,390.0,On time,On time,551354,14.0,376.0
568524,314456,connect,ended,-10.0,559282.0,60.0,On time,On time,559282,-106.0,166.0
562833,360551,connect,ended,-10.0,560777.0,330.0,On time,On time,560777,-25.0,355.0
541565,228359,connect,ended,-10.0,535991.0,60.0,On time,On time,535991,-225.0,285.0
558352,382302,connect,ended,-10.0,554807.0,60.0,On time,On time,554807,-138.0,198.0
519713,324640,mobile,ended,-10.0,553902.0,420.0,On time,On time,553902,-128.0,548.0
